,label,tweet
604,0,tmtc sabbath guy
605,0,love sunday church gospel music love
606,0,good morning look forward day pranic heal network workshop amp meditation power thursday
607,0,relax post esame sea beach friend friendship relax sun blu salento village
608,0,uk public sector finance likely print number numberbn rbc cm blog silver gold forex
609,0,wtf care abt father racist ass clown r u give free press user poster child hate tmzlive
610,0,rainbow cake stage rainbowcake bethanybake love bihday bihdaycake
611,0,go dissapointe lose
612,0,user roamin city cebuph kyleecharri
613,0,m proud hear feedback student say improve feel proud
614,0,introduction happy day day
615,0,let hope tomorrow happy day
616,0,happy sta work funny smile goodmorne work
617,0,tonight bae babe k number number itiswhatitis alien lol
618,0,wrap great user decorate conf great topic amp network imda inspire backtowork
619,0,user need talk divorce need reopen debate user
620,0,sunday shopping sunday ootd adida adidasoriginal clothe fashion
621,0,tonigth let fly dream tonight dream moon sweetdream lifeisrosy love
622,0,excited apple keynote later turn keynote bingo thing mondaymotivation applefangirl
623,0,black woman date racist white man job teach racist will work
624,0,world come hatred anger violence hear stay safe love enjoylife
625,0,user user user view user campaign country today rememberi
626,0,forget book school
627,0,arrive user review come soon healthyeate
628,0,instead somone try figure teach teach
629,0,user alcohol factor country rock funny beatle pop romance
630,0,lovely night cute selfie love friend family bihday
631,0,independence day philippine
632,0,cleavage god tranny ladyboy asianladyboy
633,0,f king disgusting
634,0,want cereal amp be tryna
635,0,cute think hillaryclinton potusnumber elitist pa historical vote amp elect numberst woman
636,0,sad sad horrific way number year old die
637,0,igersbnw attack bull game numberd think head city s
638,0,healthy monday regram user healthyfood lunch eatclean monday parisnumber love share peiple food
639,0,people choose come weak barb burn funny
640,0,thank user warm welcome morning enjoy hear sip year wait
641,0,user fold tent pioneer indie book promotion hear
642,0,come nicely user seeyouinthefield pleasestaysunshine clubhectare
643,0,tgif unscramble = gift tgif friday friend send unrapp gift today
644,0,new logo new product update number new product soon staup
645,0,people complain have money complain job
646,0,user lovely book user catalogue author
647,0,bitch die attention smh
648,0,number people confirm dead wow orlandoshoote
649,0,good decision time
650,0,grateful affirmation
651,0,user go crookedhillary soon spend rest life ask
652,0,survey come today good happen great suppo kudo team salesforce
653,0,user yes believe
654,0,toptag tag nothappy cry cry tear
655,0,everytime phone sta ring freak ampallaccess user user
656,0,user yes
657,0,quotestag quote nofilter quotestags_app
658,0,play eve
659,0,deliento debut stall birmingham bcu amp design degree
660,0,canievenpaintanymore newproject fabercastell winsorandnewton experiment notpencil
661,0,cont day number number d dlnumber downloadfestival metal smile beard goodtime lol blog awesome
662,0,feeling~~ remember feeling good bad sad long music smell word
663,0,user sadly wrong number
664,0,team friday friday tgif fridayfun friend fridaynight fridaynightshenanigan user
665,0,left winger literally lie willfully ignorant inundate degeneracy idea
666,0,happy return day bihday jurgen klopp happy goodday love
667,0,lalienmorfi user greciaaaa
668,0,user user user gutless spineless result today user boehner ryan mcconnell lead
669,0,black fuck rap sexy woman bihday nude
670,0,outline theme poem haha
671,0,user pop store pre order new harry potter cursed child cursedchild whoop harrypott h
672,0,anal sex gallery humon sex
673,0,friend got engage
674,0,forever prayfororlando hea love design color symbol beautiful quote
675,0,gravitypoisone strike aware danger
676,0,holiday nail ready holiday nail orange pretty girlstuff
677,0,user feel adventurous number place indiana p s weekend
678,0,user u pregnant fucking different niggas
679,0,user great testimonial weightloss patient transformation gastricsleep motivation
680,0,studio record second single come newsingle
681,0,michelle obama hugging daughter graduation blog silver gold forex
682,0,enjoy enjoy keepenjoy funny loveforlove lovenumberlove likeforlike
683,0,seal envelope win overall user annual award tonight
684,0,user get girlfriend date book week whilst boy go away girltime girl d
685,0,thank lovely lady great night friend goodnight tapas tapa waterloo
686,0,look forward see twnumber wps
687,0,user lmfao inspiring forward think positive message come good user user
688,0,baby trend lab cocoa mint change pad cover bouncingbaby
689,0,preordere user new deluxe album hear sign one go
690,0,user time travel possible read numberst century pirates inc find timetravel goodbook amr
691,0,watch mob islamist attack radiohead fan number drinking beer'in turkey ramadan
692,0,m excited camera direct write produce quality well
693,0,user sabe que user amp sell lowiq baboso weakass lnumber chimpo stereotypeto american
694,0,girl pretty shine noho
695,0,doggie happy gather dog doggie gather poodle schnauzer
696,0,good essential oil healing altwaystoheal healthy
697,0,nofilter nomakeup selfie anniversary monday village fairfax
698,0,elegant i_am positive affirmation
699,0,shooting grimmie incident number dead orlando good mas lisud pa guro kuhag driver license ddto kysa palit baril
700,0,house tuesday universal hd thank user suddenlink ad
701,0,oomf ready fuck bitch break
702,0,user sad look man onion
703,0,know you trump win pipe ego boost get
704,0,oh work week tuesday beeroclock longweekend gettingdrunk
705,0,user user tell hi like be ft
706,0,night ceainly look like anymore suicidenorman selfie love
707,0,user lose interest
708,0,week user stas countingdowntheday
709,0,user blame hudson good way defend attack vardy amp drinkwater intro get russia counter euronumber
710,0,excited na
711,0,present moment fill joy happiness user thinkbigsundaywithmarsha
712,0,number day til number amazing people marry truelove lovemybestie
713,0,say soon scene episode oitnb lose interest oitnb piss mad upset
714,0,thankful good hug thankful positive
715,0,brilliant i_am positive affirmation
716,0,father day number tcot
717,0,bracebridge huntsville look house unsure#sad willmisseveryone#notlikeisrranyofmyfriendsanyways#theirlifes#busy
718,0,user hey beauty mac liner maccosmetic gorgeous makeup makeupaddict
719,0,brethren sick ya prayer cus know cry ah die teamshy'boi tha michael
720,0,think tree depressed nature
721,0,thankful good night sleep thankful positive
722,0,iqbal bihday well ballll bihday pay
723,0,user brightstar close june number broadway user theatre musical user
724,0,sipiso piso waterfall
725,0,bitch cry
726,0,amazing night absolutely unbelievable littlemix littlemixconce juhu
727,0,rewatche user numberrd series preparation week
728,0,eastside attack bull game numberd think head city s
729,0,user great sundayfunday westhill puppyclass socialize
730,0,user impossible nelson mandela wednesdaywisdom quote cool enjoy motivational ht
731,0,user nice lily flower dutch lily day flower lily user
732,0,countdown tonight stargaze performance oliver user
733,0,good baby want ceffy smile medusapierce instacool
734,0,user user user open public hour bargain
735,0,model love u u time ur
736,0,settle quote goodmorne quote life neversettle live happiness passion
737,0,jl point today!!!!!#negativetopositive turnthebeataround kickittothecurb shakeitoff
738,0,flower solve problem great sta flower monday user
739,0,user firedupfriday tweet u're life act career right
740,0,raw food diet benefit altwaystoheal healthy heal peace joy love
741,0,love#follow fund business build credit
742,0,baby baby loveisintheair youandme fridaynight togheter lifeisgood time
743,0,number number update social analytic like hustle meditation
744,0,big horn love fishing camp nature fathersday family friend summer fun
745,0,user happy happiness selfrespect respect life lifehack love diy blog blogger
746,0,user blackheathstandard summerfair user user user user user
747,0,user love happiness blue homehouse instagood livemusic justme bluedress instamoment smile
748,0,user user time week house tbh chippy cantwait
749,0,secret have know allmydreamsarecomingtrue
750,0,school na newschool newclassmate
751,0,quote rain likenumberlike love lilswag follownumberfollow money
752,0,cawheel emoji need kramer robeson return tweet
753,0,get austin car home safe sound great day obx user perfect weather perfect day get drive
754,0,sunday feel gloomy
755,0,user numberst june
756,0,user truth doubtful scratch surface depravity gun manhood lack
757,0,father day number father d world love u daddy
758,0,dude sound like believe lie nobodybelievesyou
759,0,home yesterday honor serve college alumnus board ceainly passionate group forward user
760,0,oh god ass cute sexy
761,0,bird apk mod gold unlock androidgamemod
762,0,bridge trouble water mtbswedenmagazine mtb mountainbike fun
763,0,user staff hard work prepare numberth bihday pay bihday
764,0,smile happy night sweet selfie homesweethome smile col
765,0,dust piano gummy beatz
766,0,take strong man father strong man grieve father father day
767,0,ppl think ur diet bco ur eat rly u hav money spend food
768,0,user countdown number hour leave till user exciting announcement
769,0,user morelove lesshate prayfororlando world come defintely need
770,0,sabbath rest nahoon seventh day adventist church
771,0,user want know end massage visit
772,0,user thank love summer vibe user summer dining
773,0,calm think beach sunday beach ocean fun instadaily instalike instamood instacool
774,0,dream big lose mindstate congratulation
775,0,user kid loud reason got to love em kid dad fathersday instamood smile funny
776,0,pisina day instagood photooftheday cute beautiful instapic fashion selfie
777,0,friend forever saturday mylove mcdonald coffeetime hotoutside metrowitokrzyska
778,0,need smile piss enemy smile windy selfie
779,0,user user great session afternoon find tough glad effo good mood
780,0,epitome life eh weirdkid
781,0,user try tuesday domino coupon domino app amp invalid
782,0,user stephcurry outburst beg question christian nbafinal
783,0,today definatly end well begin positive
784,0,user father day memorable day number waspi woman bear raise feed care
785,0,user number user puppet user user user neverump deleteyouraccount
786,0,user bihday bro dj ike naija want god bless ur new age love dj ike dr p naija
787,0,oh user thursday noodle day menu
788,0,repost seashellcounsele educatepeople nothingtobeashamedof depression depressed
789,0,user cause bunt cake twitterwarnumbernumber
790,0,eeekkkk paytime time month
791,0,evening go user hampstead see lot fab buy user beautiful photographic book cuba
792,0,user hi sage pretty hobbit hole work computer allow world
793,0,tonight user user
794,0,miss paner crime user return pa number sunday lucky specialmoment
795,0,leave right ya realtalk quoteoftheday life smile lincoln
796,0,love end lucy nitefli number number fli ext number
797,0,user user user user run liberal police big gov't few libeie
798,0,sotrue home family love money bless
799,0,wakeuppeoplnumber wiki leak vs facebook motivation
800,0,job jobsearch mob confront child kidnapper cape town woman find hersel
801,0,think finally come
802,0,enjoy life noosa tea tree bay sunshinelifestyle surf relax neboorganic
803,0,megan frye show cou month amp smoke cig like nothin sheprollygonnadocrack
804,0,user user gudmrn guy youth conventn church wil b dere hw wish u come tgif
805,0,user juvenile harvest celestial church christ worldwide kghik happy blessed amp fill joy
806,0,ascot time babe ascot fashion monochrome style instahappyday
807,0,model love u u time ur
808,0,brother decide pop bubble vape bubble
809,0,america trust god trust gun look guncontrolnow trust gun amp dismiss god protection
810,0,dog blue congestive failure treat medicine way fix dog break hea
811,0,end week great teamwork soc refresh board update mentor weekend work fraud investigation
812,0,make excuse help happinessrock
813,0,swimming time swimi#swimme sea sun sunny beach
814,0,little thing fianally get order india user link bio
815,0,uc call say hope act score awesome
816,0,direction go focus positive negativity aroundyou hold amp faith tough tho
817,0,hope future go way hope
818,0,user rip big boss life eyan k le ku f ing time
819,0,pour polar bear climb racing angry polar bear climb race polar bear live cold place look
820,0,user condem shooting ironically man action represent organisation
821,0,user noah laugh contagious laugh baby love
822,0,saturday felizsabado new hope temple
823,0,canadian grand prix weekend raceweekend teamlh mercede fnumber
824,0,lawofattraction healing altwaystoheal healthy
825,0,dark western sciencefiction antagonize alien
826,0,paddle mnumbermolokai sundaynumberth july number maui jim maui jim sic maui sic maui
827,0,good morning ghana country
828,0,happy weekend girl friend weekend wefie
829,0,user user user user look forward tour school newnormal
830,0,user congrat user forward get stick couple week natwestrugbyforce
831,0,sunburn sun#ootd#sea#oiso#me#love#hot#bf#beach#yesterday#sunglasse american#number
832,0,sweet little pill numb skin
833,0,pre order perfect body yoga program user
834,0,user competition music amazing
835,0,way great work love work love
836,0,precious pittie princess maribel show good springtime face
837,0,single shahzadian wish
838,0,wembley ahfod user conce coldplay wembley meet user
839,0,user user user user thank follow friday
840,0,birmingham good far skint shopping user
841,0,user rotterdam socafrenzy dj djlife
842,0,cool love new youtube number gamer gaymer unicorn
843,0,wow sad prayersfororlando
844,0,happy saturday westbourne grove weekend saturday london flower home summer
845,0,summer crazy sexy boy man man selfie photo model photography
846,0,use power mind heal body altwaystoheal healthy peace
847,0,get user duck row today clean blogge organise
848,0,happy daily choice
849,0,month week day till beginning end user sad time
850,0,user squirrel you pepper plant yesterday number jalapeno number banana pepper
851,0,user ur ur hol u stop think bout villa
852,0,user belum ku liat sis maybe soon insha allah going to watch
853,0,like fool let friday letsdothis behappy
854,0,end number grade sad
855,0,user worship night happen tonight numberpm user holyspirit
856,0,scott_brown taking_drugs__out_of_my_brain plusnumber web number ukhx_int web hardcore numbergabba vk
857,0,china expat event social internation ticket join free
858,0,look matter henry thoreau quote motivation entrepreneur
859,0,goodmorne smile#workday#sunnyday musicday#thelifeistoosho user
860,0,user father'sday love dad right sanya whererefreshingbegin
861,0,user sun burn away overcast hea love inspirethemretweettuesday life
862,0,babe deserve recognition
863,0,arkansa gorilla simulator need adapt environment need tear city materi
864,0,waiting game ship aaaaah want know eager
865,0,user yesterday evening walk think lot victim orlando sky amp desperate
866,0,unfounately thursdayshow long hitnumberfm week thankyou tune
867,0,user come number conclusion people simply understand democracy mean amp represent s
868,0,buy mysterious beauty read class go vote story read
869,0,think bring funny comedy anduknowit andyouknow vine user
870,0,differently fifanumber civic centre chingola
871,0,user want learn desire joy innocence happiness happiness m
872,0,weekend selfie yolo xoxo likenumberlike
873,0,think germany warm notacloudinthesky
874,0,year number get ready zip line user
875,0,like bull dominate bull direct want sta
876,0,cool treat hot hot day widn frozenyogu tuesday dclife summer gogreen
877,0,user wait new release
878,0,sleep till watch episode oitnb tonight
879,0,user smile world want smile lovemylife gay gaymodel nohnumber
880,0,convince boyfriend user user user
881,0,tummy nbafinalsnumber sushi dinner
882,0,pathetic donaldtrump easily try orlandohorror ego tragedy
883,0,user snapchat stop update like leave way number month u change angr
884,0,user fabulous sunday spend user drink user perfect coneyisland beer
885,0,np princegeorge attend troopingthecolour number number number cute love sweet boy lovely beautiful baby
886,0,user + bread x million loaf bread = math carb lifestyle blog
887,0,life sho salam ramadhan everybody bekindtooneanother
888,0,football attack bull chase leave lot despite fact strong source fo
889,0,user theduchessofcambridge attend royalascot ascot number number number cute love beautiful sweet pretty hat
890,0,woohoo picture skinnygal pick upgrade brand new apple
891,0,remember pretty blonde girl lightspeedgirl diyaly day
892,0,like amp share agree dna dnaquote quote quoteoftheday love proverb lifestyle
893,0,user days#lovecraft
894,0,awwhhhhh user like tweet catfilter billimaasi biggestfan user user
895,0,obama gun bad hate bad word islamicterrorism defeat enemy refuse identify
896,0,good
897,0,play pharrellwilliam classic rock attic
898,0,set account hello twitter myfirsttweet photooftheday amazing beautiful lol
899,0,play brian crain lantern light music song
900,0,father day happy sunda good lord bless
901,0,model love u u time ur
902,0,get number episode game throne tonight
903,0,sanantonio attack bull chase leave lot despite fact strong source
904,0,easy apple ta recipe appleta applepie food yummy foodie delicious instag
905,0,user oh goodness tragic tragic news condolence family friend value mindlessviolence
906,0,love instagood photooftheday user tbt cute beautiful followme follow fashion selfie
907,0,help grin pack number stroke mope rally omaha rallyofthecorn motorbike
908,0,john mica hell people like elect user user totalpolitician outoftouch disgraceful
909,0,horrible scene pulsenightclub send positive vibe victim pulsenightclubshooting
910,0,fruit tea peach drink yummy dayoff likenumberlike followme sunny store&amp;cafe
911,0,hello vote
912,0,chile core consumer price index inflation mom number number% previous number number% blog silver
913,0,song aist band people listen song radio everyday
914,0,got reject time tonight
915,0,mnumbero coconut cup paul!#family fitmom bikinimasterstrainhard friend chickswholift
916,0,bring sunshine zen everydaybeautiful mindfulness sun
917,0,ioc bach happy new brazil president commitment rio rio de janeiro afp international
918,0,user say
919,0,sigh need number talk number bored confused sigh
920,0,face malcolm user have fun user user user user
921,0,lighttherapy help sad depression altwaystoheal healthy
922,0,ticket fly uk garage brunch pay user user
923,0,ma life life sho user
924,0,brisk_and_vagabond eyeopener_number__enviromental_product ngnumber web number ukhx_int generation web h
925,0,year child open day tear parent home come thursdaythought
926,0,everybodytalk odd draw conclusion terrorism hate envy accept
927,0,true pasanga love pain kadhal ajii ajith adams_ajith gv gvprakash inside
928,0,thankful summer thankful positive
929,0,tbh prolly sta summer homework tonight light summernumberknumber annasos hype pump
930,0,user u
931,0,user fuccckkkkkkkkk
932,0,love instagood photooftheday tag tbt cute beautiful followme follow
933,0,move i_am positive affirmation
934,0,waow big business deal decade
935,0,texas bull hill climb reach target complete task survive strong exciteme
936,0,love morning routine foreverlive perfectskin
937,0,user thursdaythought thursdaytreat user realtalk shideism teamshide stay amp stay bless get
938,0,ferrero king sundaes ferrero king sundaes din desse
939,0,young break away actitudlune tengohambre
940,0,happy tuesday enjoy sho week showeek tuesday pierogi#eurogi
941,0,finally wait try finally find nice people game + create group clan number lifegoal
942,0,archetypal flame happy father day en father day love light agape dia padre
943,0,user oh hi weekend name bob pawlease meet weekend bob paw dachshund dog
944,0,pass way like friend say yolo live rip picoftheday
945,0,user user genuinely believe miscegenation genocide ask theron user
946,0,user abuse give betterlucknexttime
947,0,buy user get weekend pass boy come halconnumber
948,0,positive vibe baby
949,0,huffington post father day tale train home see
950,0,watch ouat
951,0,user user u want pathetic obvious friend stop
952,0,user u blow whistle straight oakmont action dj contact
953,0,user user user pm need boss get number wallcha
954,0,like story connie hayden return rumor say
955,0,hi user thank follow ecommerce hope excitement rub growthhacke
956,0,user go good rpdr allstarsnumber rupaul
957,0,sidmin going to set d stage fire performance zeegoldaward
958,0,dude wana fuck eachother marry mad tht ju mean female damnnumber orlando omgnumber gay
959,0,user user user user user user caturday
960,0,user user stas tomorrow train paignton near user station
961,0,fashion smile love girl#instagood#follome xoxo#japan tokyo model#jamp
962,0,imprint father remain forever life child fathersday
963,0,tomorrow day shoot yrkkh newcharacter starplus suzanneberne
964,0,know love dew drop water sun golfcourse golf sunrise mount tabor
965,0,abstractaist polar bear climb racing angry polar bear climb race polar bear live cold plac
966,0,ifidontgetmyfirstchoice huff puff tweet little grumpy face hashtag crap outta
967,0,day come find user today craft tent stand number rcsnumber
968,0,user excited robinwood activitiy weekend tomorrow early night user
969,0,celebrate i_am positive affirmation
970,0,life want louisehayaffirmation positivity kundaliniyoga anahatachakra
971,0,instagood photooftheday like beautiful followme bore sunny sunnyday smile
972,0,user thank shout loverowe skerriesharbour
973,0,instead graduate master ability drink whiskey like juice
974,0,honestly hype mount blade banner lord unhealthy xp bannerlord
975,0,talk host mum hour amazing lifeisgreat
976,0,user oh kill dad score point canihelpyou bringabankstatementandwecantalk
977,0,user user dear user pnumber sta lemansnumber weekend number manor ht
978,0,model love u u time ur
979,0,boy man
980,0,user visit user today fabulous place eat drink user pizza superb diner
981,0,model love u u time ur
982,0,earlnightingale say successful people expect happy successful
983,0,generally respond ignorance fb help today frustrated fume
984,0,happy wedding wedding
985,0,officer salute know number number search dog head hospital insideedition cry
986,0,watch weddingplanne people
987,0,time young person die leave question like role play life alive
988,0,situation change try feel good thank rhonda user
989,0,bihday girl go mykonos bihday numberbihday numberisthenewnumber
990,0,come work lovely pub
991,0,help thank user user awesomeness cwc network number amazing
992,0,shop user amp invest $ $ $ user account love fintech wife smwknd
993,0,emotional diysos
994,0,user msrlmnumber soon sta cry proudfan
995,0,luv hottweet like venusexchange
996,0,user friend car
997,0,view fab venue summer production arabian nights finger cross
998,0,cedarrapid bull dominate bull direct want
999,0,angry squeak frog video frog nature animal cute adorable
1000,1,user stlouis need help user think survive need office asap ferguson
1001,1,sea shepherd suppoer racist antiracism seashepherd
1002,1,porn video iran fucking girle
1003,1,mud radionumber songword showmeyoureawoman omg listen word seventy classic signofthetime
1004,1,user hey chinese communist oh white right dumbingdownofamerica
1005,1,user user user use phrase like sandnigger acceptable number ya hm u
1006,1,america racist plethora reason like obama ignorant fashio
1007,1,user late blicqer daily thank user user user marketing
1008,1,koreans amp joseon people japan abuse claim right rough demo anacoe
1009,1,book endure conviction fred korematsu amp quest justice humanright ht
1010,1,user user atlanta mayor amp police force allow s rule city block road amp freeway w o action
1011,1,montana say racism whitefish montana nazis christmas hanukkah richardspencer andrewanglin
1012,1,user think w share guarani aquifer water w humiliate little brother user
1013,1,trump brexit base misconception race nationality say renowned philosopher | cbc radio
1014,1,mtv whitepeople ccot user
1015,1,history america true progress
1016,1,hamzayusuf apologist like ris jetlagge doubletree hilton london
1017,1,andysession attorneygeneral alabama trump stae racewar let chaos fear weaponry user
1018,1,trump ally wish mad cow disease death obama unfittobeinpublicoffice ugly reprehensible
1019,1,user libtard libtard sjw liberal politic
1020,1,user u king win chess queen downwiththetriarchy thefutureisfemale
1021,1,dear leftistlunatic change word tell aicle people sick
1022,1,nigger lifelesson white kid grow number blogpost whitepeople respect
1023,1,user allahsoil muslims islamic extremist emiratis
1024,1,hillaryclinton call homophobic misogynist mean jealous user wh
1025,1,user number year
1026,1,people protest trump republican win trump fuhere amp
1027,1,user stand ground interview represent fakenews amp blatant misrepresentation valid statement
1028,1,user misogony spectrum vote user
1029,1,trump transition team want deal carl paladinos comment obamas vanity fair
1030,1,user libtard libtard sjw liberal politic
1031,1,anybody say man exist try buy disney looney toon theme scrub man size cut
1032,1,user course liberal look world racist eye
1033,1,damn video racist hillary say talk white people hillary
1034,1,retro christmasadve year whilst love good bit tupperwear want
1035,1,basically sum brexit mean britain eurosceptic xenophobic isolationist tribalism
1036,1,user feminismiscancer feminismisterrorism feminismmuktbharat malevote ignore user
1037,1,black hair come different style slavery colonialism police colonialism slavery tie
1038,1,user allahsoil vps get multi million dollar bonus average americans lose home
1039,1,quebec humanright amp justice system fail protect victim police user user
1040,1,user comment joke smth opinion think
1041,1,user user stop annoying
1042,1,
1043,1,user ambassador say zionism form israelisettlement illegalisraelisettlement terrorism
1044,1,oop carl paladino mean publicly post racist comment blm youngturk
1045,1,user allahsoil marx foretold revolution day sweep globe teambt
1046,1,user allahsoil lehman brother go belly september number numberinnumberword islam
1047,1,user india willoughby entitlement socialize innate sick revoltingly entitle tws opi
1048,1,bear rapacious hunger oil seal doom allahsoil teambt
1049,1,trump official paladino make crude obama remark
1050,1,yeah man fuck feminism
1051,1,find man stopracism
1052,1,user happy lgbtfamily incessant thin veil gay minority
1053,1,carlpaladino hole extraordinaire guy trump hero course gop fascismo wish obama de
1054,1,pure today cologne everybody look arabic kettle female friend leave well pic medium present gov
1055,1,good morning bud breakfast marijuana unleash ibook
1056,1,user allahsoil enlightenment waste wilfully blind emiratis numberinnumberword
1057,1,user feel lawrence fishburn add magical negro hollywood stereotype user
1058,1,sea shepherd suppoer racist antiracism seashepherd
1059,1,user end selfie love messi crnumber religion christianity mecca_live
1060,1,user wish happy new year homophobic warmonger worlddanger like
1061,1,tell microaggression race whiteprivilege antiblackness
1062,1,user stop homophobe etc label suppo trump numberminute wtf
1063,1,outrageous racism rother dc hope family sue number fail follow advice life guard amp cause d
1064,1,sick pre program hillbot rhetoric unity patriotism love fe
1065,1,people spit face god
1066,1,goodonedean metoo lol trumpism putinism donaldtrump traitor commit treason
1067,1,dangerous putinschoice impression accept stopracism boycott
1068,1,far right georgia show euro value
1069,1,user man run governor ny state big african american population
1070,1,late equality echo thank user user user equality
1071,1,libtard libtard sjw liberal politic
1072,1,user got threaten coworker money say black male illegal smh
1073,1,blackface prostitute hatespeech brief history mummersparade behave badly xenophobia
1074,1,racist
1075,1,user restrict duty like straght jacket padded room look blacklivesmatter
1076,1,great speech war veteran iraq war profit military invasion
1077,1,user say trump voter guilty normalizing form racism morality moveable fea
1078,1,user nicola sturgeon send christmas message surround white child brown kid nationalist nicola s
1079,1,user user allow user user amp user bigot race baiter slaveowner work station acceptable fire
1080,1,user action filthy plantation location manager disgraceful pos boycott
1081,1,user wait somebody anybody
1082,1,user americans suppo zionist occupier let hope america wake plight palestinians
1083,1,time grabyourwallet amp boycott user give book deal troll ban twitter
1084,1,user work attorney white officer shoot philandocastile remove black judge preside trial ht
1085,1,sea shepherd suppoer racist antiracism seashepherd
1086,1,user libtard libtard sjw liberal politic
1087,1,user arise sir mo farah country islamophobic immigrant hating chump
1088,1,user answer statement nazi hatred amp bigotry find w
1089,1,user far blog comment claim senad lulic statement racist join debate lazio
1090,1,user user user thought female fighter dolle user promotion
1091,1,fuck mansplaining bullshit
1092,1,anc prosecute type offence white people listen zuma malema know
1093,1,virginia kkk leader racist misunderstood christians trumpracist trumpconaist
1094,1,sex postion picture white girl sex black guy
1095,1,black black black facepalm smh
1096,1,user need stop racist let terrorist kill sarcasm trumptrain
1097,1,love dude
1098,1,israeli regime root racism gaza palestine israel bds
1099,1,libtard libtard sjw liberal politic
1100,1,paladino label say shameful public servant h
1101,1,sexism harmful man mental health man woman
1102,1,user resign bigot sandyhook tear
1103,1,user user user user typical lie leftist s slander grp christians not kill number christia
1104,1,user number president policy israeli settlement obama slam treacherous anti semite
1105,1,user libtard libtard sjw liberal politic
1106,1,user riyadh renowne deadly traffic world numberinnumberword
1107,1,user non stop election blame cspan hide number year number pittsburgh california
1108,1,forget use word bind man ignore excuse
1109,1,sea shepherd suppoer racist antiracism seashepherd
1110,1,late indigenous remote daily thank user user user justjustice
1111,1,happyholiday try christmaseve d
1112,1,rupemurdoch user empire grow people employ pay bill master
1113,1,neonazi altright attack fellow americans hate real enemy laugh gate putin
1114,1,user silence betray innocent activism hunger nofur animalright noyulin eah wildlife vegan lgbt
1115,1,ve d check police zero time number month course discrepancy wh
1116,1,pa number number mil reject putinschoice boycott business amp hatred stoppe
1117,1,bluntly tweet cologne police user announce racial profiling main station wow
1118,1,notice definition bullying disability try change people hv
1119,1,user user user jewish kwanza jehovas witness bigot
1120,1,f government deliberately tour refugee coronial inquest hamid death amp business usual
1121,1,user cept play celtic woman celtic symbol accent etc bald character ppl assume man
1122,1,user special message user land trump trumpsamerica daynumber
1123,1,openly total obama russia graceless goodbye america black president
1124,1,girl walk starbuck refuse let serve white guy whoa hey
1125,1,pre order sound great book
1126,1,bustyesco haha great user user user
1127,1,user sick pre program hillbot rhetoric unity patriotism love fe
1128,1,user barack obama get real face office user
1129,1,user user user taharrush taharrushgamea rapeugee
1130,1,user school board seek oust member jab obama
1131,1,try hard handwritten indirect pretty tweet shit like shut
1132,1,user anti med
1133,1,user dear user define systemicracism economicapaheid da intend add
1134,1,lee atwater catch tape explain southern strategy reagan cabinet numberth
1135,1,stupid black white post
1136,1,user user end number hopeful message music industry user
1137,1,black amp feel like stomp listen retweet tampa miami
1138,1,call carlpaladino step will know spew consequence
1139,1,user jake right number ppl lack power stand amp drown small minded amp oft evil tendency past
1140,1,user user nobdy want number kiss lie conaist homophobic islamaphobic russianhack nomandate traitor
1141,1,m attract asian ppl bc m asian tell m attract u bc m inse race hoe
1142,1,user evolution get public relation problem educate need de stigmatize fact
1143,1,user promote hit woman condone assault amp terrorism war
1144,1,hispanic amp feel like listen retweet boricua miami
1145,1,late blicqer daily thank user user user marketing
1146,1,defend woman condescension turn defend woman verbally assail f
1147,1,buffalo school board move oust controversial user ally remark trumpocalypse
1148,1,user stop chelski fan equality diversity
1149,1,user fuck homophobic misogynistic xenophobic whitesupremacist fool majority
1150,1,user bookreview lovecraft country number star horror appropriate funny mattruff
1151,1,user forget user research show sexist man psychological problem tuckercarlson
1152,1,tell jeffery beauregard user quit foolin come pick hood amp sheet saturda
1153,1,america kill obama muslims welcome sign new mexico draw criticism islamaphobia
1154,1,bjork write powerful essay applaud woman
1155,1,user flight attendant gender genderequity word journo
1156,1,trump associate classy bunch
1157,1,upset lose win measure useless appendix government tha
1158,1,big girl pantie pandy ass
1159,1,user libtard libtard sjw liberal politic
1160,1,wow user real time day smackdown unitedstateschampion uschampion sdlive great illegal talk
1161,1,user imwithher blacklivesmatter bigot xenophobia socialjustice notmypresident amp stupid lib word will
1162,1,user win douchelord number year good work dickhole douchebag asshole yousuck mysoginist bigot fear
1163,1,christian say racist protest denounce retweet
1164,1,user libtard libtard sjw liberal politic
1165,1,ask want follow user
1166,1,think people stupid lie blatantly neve tolerate
1167,1,alexpascal friend late daddy music teacher user user user eu easteuropeans
1168,1,user innumberiwantto work see name dismantle system whiteprivilege privilege white
1169,1,late post masse kinda monster democracy
1170,1,instrumental promote false narrative amp abet divisive blm agenda
1171,1,right number question foreign parentage mccain question accuse democrats user user
1172,1,libtard libtard sjw liberal politic
1173,1,hispanic amp feel like stomp listen retweet boricua
1174,1,user ask user endorse blatant user user
1175,1,user rebellion uk dontbuythesun amp rag spread tory propaganda fear hatred
1176,1,uk government new anti semitism definition conflate valid criticism israel | opendemocracy
1177,1,user number hour walk nyc woman newyork woman man bigot
1178,1,user libtard libtard sjw liberal politic
1179,1,user birmingham friend miss special lecture bonhoeffer racism bonhoeffer expe user
1180,1,oh yes rude nasty behavior user bring main stream nevermypresident
1181,1,user number number mil americans reject bigotry amp hatred fly flag half mast jan
